,headline,description,url,byline,premium,image_url,article type
0,no headline,no description,https://www.lemonde.fr/en/opinion/article/2025/06/10/los-angeles-donald-trump-s-calculated-escalation_6742196_23.html,Le Monde,False,,Editorial
